Type	Factor	Iter	Obj	Obj.diff	Max.chg
backfit	20	7	6263513.48076921	71.0198119394481	0.00350638974194795
backfit	21	7	6263687.69476771	174.213998498395	-0.00317952661052909
backfit	22	7	6263721.77191094	34.0771432304755	0.00276081238397134
backfit	23	7	6263737.83676983	16.0648588901386	-0.00252038266214461
backfit	24	7	6263793.92382642	56.0870565883815	-0.00385456958534659
backfit	25	7	6263808.33862305	14.4147966299206	0.00208331920582365
backfit	26	7	6263970.32167751	161.983054461889	-0.00810041913957535
backfit	27	7	6263985.9545481	15.6328705931082	-0.00220465036486056
backfit	28	7	6264014.97412872	29.0195806194097	0.003879758410738
backfit	29	7	6264068.75596577	53.7818370526657	0.00583044626551758
backfit	30	7	6264083.61611307	14.8601472955197	-0.00377794843792802
backfit	31	7	6264118.23819069	34.6220776205882	0.00369034984242353
backfit	32	7	6264130.56959606	12.3314053723589	0.00196126709099093
backfit	33	7	6264152.15396243	21.5843663671985	-0.00323105466110139
backfit	34	7	6264172.05615753	19.9021951016039	0.00332863042047812
backfit	35	7	6264190.52200135	18.4658438228071	-0.00501982312995434
backfit	36	7	6264201.43268964	10.9106882810593	0.0023293478442223
backfit	37	7	6264222.44109358	21.0084039438516	-0.00415020796310786
backfit	38	7	6264245.12060868	22.6795150991529	0.00529548563667212
backfit	39	7	6264259.15649859	14.0358899086714	0.0039558405707107
backfit	40	7	6264313.59466656	54.4381679687649	-0.00603064404971355
backfit	41	7	6264336.36518457	22.7705180160701	0.00416056877378523
backfit	42	7	6264343.90113025	7.53594567347318	0.00345060443715159
backfit	43	7	6264351.37690554	7.47577529866248	-0.00271388385574763
backfit	44	7	6264363.56251561	12.1856100615114	0.00362649600448674
backfit	45	7	6264378.66062793	15.0981123261154	-0.00483876959270333
backfit	46	7	6264390.53087595	11.8702480224892	0.00447082697295753
backfit	47	7	6264413.11650175	22.5856258003041	0.00708408883727045
backfit	48	7	6264426.00784014	12.8913383875042	0.00442459803743946
backfit	49	7	6264441.28155654	15.2737163947895	-0.00580526058371425
backfit	50	7	6264454.97419992	13.6926433825865	-0.00326423048580722
backfit	1	8	6264530.7255258	75.7513258839026	5.40607771846516e-05
backfit	2	8	6264571.99655295	41.271027144976	0.000242890935522847
backfit	3	8	6264758.10542713	186.108874184079	-0.000658536711356641
backfit	4	8	6264804.62003789	46.5146107533947	0.000766446262199823
backfit	5	8	6264858.67160197	54.0515640806407	0.000657523178225289
backfit	6	8	6264974.53984405	115.868242085911	-0.00151711869380705
backfit	7	8	6265021.46165644	46.9218123899773	-0.000846636062404413
backfit	8	8	6265102.35627994	80.8946235012263	-0.00184504356133622
backfit	9	8	6265137.9323841	35.576104153879	-0.00137326354292722
